,ID,Date,Block,Primary_Type,Description,Location_Description,Arrest,Year,Latitude,Longitude,dt,Month,Hour,Night,Season
4557,11735247,06/25/2019 04:37:00 PM,015XX E 53RD ST,ASSAULT,SIMPLE,ATHLETIC CLUB,False,2019,41.799562177,-87.587582914,2019-06-25 16:37:00,6,16,No,Summer
4558,11734738,06/25/2019 09:00:00 AM,051XX S GREENWOOD AVE,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,False,2019,41.801751143,-87.599792668,2019-06-25 09:00:00,6,9,No,Summer
4559,11734677,06/25/2019 07:00:00 AM,016XX E 53RD ST,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,2019,41.799592992,-87.585147348,2019-06-25 07:00:00,6,7,No,Summer
4560,11735252,06/25/2019 04:33:00 PM,059XX S WOODLAWN AVE,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,2019,41.787662033,-87.596367171,2019-06-25 16:33:00,6,16,No,Summer
4561,11737850,06/25/2019 03:30:00 PM,053XX S UNIVERSITY AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DEPARTMENT STORE,False,2019,41.798741222,-87.59816198,2019-06-25 15:30:00,6,15,No,Summer
4562,11735921,06/25/2019 09:00:00 PM,011XX E HYDE PARK BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2019,41.802356973,-87.597544829,2019-06-25 21:00:00,6,21,Yes,Summer
4563,11734882,06/25/2019 11:20:00 AM,053XX S MARYLAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,2019,41.798066536,-87.605119409,2019-06-25 11:20:00,6,11,No,Summer
4564,11735179,06/25/2019 09:55:00 AM,016XX E MUSEUM DR,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,2019,41.791710871,-87.585063,2019-06-25 09:55:00,6,9,No,Summer
4565,11735043,06/25/2019 10:30:00 AM,057XX S LAKE SHORE DR,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2019,41.791160785,-87.579836586,2019-06-25 10:30:00,6,10,No,Summer
4566,11734100,06/24/2019 06:45:00 PM,055XX S SHORE DR,ASSAULT,SIMPLE,BAR OR TAVERN,False,2019,41.794828373,-87.580442725,2019-06-24 18:45:00,6,18,Yes,Summer
4567,11733732,06/24/2019 01:50:00 PM,053XX S BLACKSTONE AVE,THEFT,OVER $500,OTHER,False,2019,41.799160725,-87.590426181,2019-06-24 13:50:00,6,13,No,Summer
4568,11733705,06/24/2019 09:55:00 AM,056XX S ELLIS AVE,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,False,2019,41.792098263,-87.601318222,2019-06-24 09:55:00,6,9,No,Summer
4569,11733699,06/24/2019 12:21:00 PM,053XX S INGLESIDE AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,2019,41.798765398,-87.602812013,2019-06-24 12:21:00,6,12,No,Summer
4570,11736994,06/26/2019 05:13:00 PM,051XX S LAKE PARK AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,2019,41.80208796,-87.587744343,2019-06-26 17:13:00,6,17,Yes,Summer
4571,11736195,06/26/2019 10:00:00 AM,052XX S CORNELL AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,2019,41.800558144,-87.585862293,2019-06-26 10:00:00,6,10,No,Summer
4572,11893173,11/13/2019 10:30:00 PM,015XX E HARPER CT,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,2019,41.800300887,-87.5885059,2019-11-13 22:30:00,11,22,Yes,Autumn
4573,11736995,06/26/2019 11:20:00 PM,055XX S SHORE DR,ASSAULT,SIMPLE,BAR OR TAVERN,False,2019,41.794828373,-87.580442725,2019-06-26 23:20:00,6,23,Yes,Summer
4574,11741856,06/26/2019 06:30:00 AM,058XX S MARYLAND AVE,THEFT,OVER $500,STREET,False,2019,41.788699253,-87.604954085,2019-06-26 06:30:00,6,6,No,Summer
4575,11891607,11/13/2019 03:00:00 PM,053XX S GREENWOOD AVE,THEFT,$500 AND UNDER,APARTMENT,False,2019,41.799009223,-87.599732253,2019-11-13 15:00:00,11,15,No,Autumn
4576,11890389,11/13/2019 12:30:00 PM,012XX E 53RD ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,False,2019,41.799461412,-87.596206318,2019-11-13 12:30:00,11,12,No,Autumn
4577,11736996,06/25/2019 01:00:00 PM,055XX S BLACKSTONE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2019,41.794223068,-87.590318182,2019-06-25 13:00:00,6,13,No,Summer
4578,11741532,06/14/2019 12:08:00 PM,052XX S DREXEL AVE,THEFT,OVER $500,APARTMENT,False,2019,41.799126422,-87.603915485,2019-06-14 12:08:00,6,12,No,Summer
4579,11740079,06/21/2019 09:00:00 AM,054XX S DORCHESTER AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,2019,41.796087162,-87.591704888,2019-06-21 09:00:00,6,9,No,Summer
4580,12139896,08/18/2020 09:30:00 PM,051XX S CORNELL AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2020,41.802137533,-87.58650411,2020-08-18 21:30:00,8,21,Yes,Summer
4581,11892305,09/23/2019 04:19:00 PM,053XX S GREENWOOD AVE,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,True,2019,41.798814346,-87.599727141,2019-09-23 16:19:00,9,16,No,Autumn
4582,11891333,11/12/2019 07:45:00 AM,052XX S LAKE PARK AVE,SEX OFFENSE,PUBLIC INDECENCY,OTHER,False,2019,41.800483161,-87.587414531,2019-11-12 07:45:00,11,7,No,Autumn
4583,11700776,05/19/2019 11:00:00 PM,055XX S INGLESIDE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,True,2019,41.793687027,-87.602583646,2019-05-19 23:00:00,5,23,Yes,Spring
4584,11722876,06/14/2019 04:15:00 PM,052XX S LAKE PARK AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,2019,41.800455673,-87.587407515,2019-06-14 16:15:00,6,16,No,Summer
4585,11726779,06/18/2019 09:50:00 AM,015XX E 55TH ST,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2019,41.795190552,-87.588007653,2019-06-18 09:50:00,6,9,No,Summer
4586,11732523,06/23/2019 09:00:00 AM,051XX S UNIVERSITY AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2019,41.801856431,-87.598232732,2019-06-23 09:00:00,6,9,No,Summer
4587,11732721,06/22/2019 05:05:00 PM,052XX S LAKE PARK AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,2019,41.800455673,-87.587407515,2019-06-22 17:05:00,6,17,Yes,Summer
4588,11738276,06/27/2019 11:45:00 AM,055XX S SHORE DR,ASSAULT,SIMPLE,BAR OR TAVERN,False,2019,41.794828373,-87.580442725,2019-06-27 11:45:00,6,11,No,Summer
4589,11739424,06/28/2019 11:30:00 PM,053XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,STREET,False,2019,41.799086635,-87.590427037,2019-06-28 23:30:00,6,23,Yes,Summer
4590,12027947,04/11/2020 12:15:00 AM,014XX E ROCHDALE PL,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,2020,41.795845941,-87.591322605,2020-04-11 00:15:00,4,0,Yes,Spring
4591,11738168,06/28/2019 01:31:00 AM,012XX E 53RD ST,THEFT,RETAIL THEFT,DRUG STORE,False,2019,41.799462885,-87.596008257,2019-06-28 01:31:00,6,1,Yes,Summer
4592,12028531,04/11/2020 09:30:00 PM,052XX S HYDE PARK BLVD,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,2020,41.800620055,-87.584412895,2020-04-11 21:30:00,4,21,Yes,Spring
4593,12248806,12/01/2020 12:00:00 AM,052XX S KENWOOD AVE,THEFT,$500 AND UNDER,STREET,False,2020,41.800421971,-87.593228277,2020-12-01 00:00:00,12,0,Yes,Winter
4594,12247338,12/16/2020 11:00:00 PM,053XX S LAKE PARK AVE,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,2020,41.799123774,-87.587265261,2020-12-16 23:00:00,12,23,Yes,Winter
4595,12139698,08/18/2020 03:35:00 AM,012XX E 53RD ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,2020,41.799462885,-87.596008257,2020-08-18 03:35:00,8,3,Yes,Summer
4596,11891582,11/14/2019 04:34:00 PM,058XX S BLACKSTONE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2019,41.78880505,-87.59019374,2019-11-14 16:34:00,11,16,No,Autumn
4597,11895011,06/29/2019 09:00:00 AM,057XX S BLACKSTONE AVE,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,2019,41.791025483,-87.590241433,2019-06-29 09:00:00,6,9,No,Summer
4598,11735017,06/25/2019 01:00:00 PM,055XX S BLACKSTONE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,2019,41.794412433,-87.590319662,2019-06-25 13:00:00,6,13,No,Summer
4599,11741797,06/30/2019 09:00:00 PM,054XX S ELLIS AVE,THEFT,OVER $500,STREET,False,2019,41.797413574,-87.601261403,2019-06-30 21:00:00,6,21,Yes,Summer
4600,11739900,06/29/2019 01:07:00 PM,051XX S UNIVERSITY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2019,41.801870151,-87.598232575,2019-06-29 13:07:00,6,13,No,Summer
4601,11739471,06/29/2019 02:19:00 AM,016XX E HYDE PARK BLVD,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,TAXICAB,False,2019,41.802503474,-87.585806675,2019-06-29 02:19:00,6,2,Yes,Summer
4602,11739690,06/29/2019 04:00:00 AM,051XX S UNIVERSITY AVE,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,2019,41.801870151,-87.598232575,2019-06-29 04:00:00,6,4,Yes,Summer
4603,11740668,06/29/2019 02:00:00 PM,055XX S HYDE PARK BLVD,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2019,41.794774413,-87.583941873,2019-06-29 14:00:00,6,14,No,Summer
4604,11892355,11/15/2019 03:45:00 PM,013XX E 57TH ST,THEFT,OVER $500,ALLEY,False,2019,41.791487593,-87.592531651,2019-11-15 15:45:00,11,15,No,Autumn
4605,11895295,11/15/2019 09:00:00 AM,053XX S HARPER AVE,THEFT,FROM BUILDING,RESIDENCE,False,2019,41.798954417,-87.589078944,2019-11-15 09:00:00,11,9,No,Autumn
4606,11893462,11/15/2019 06:45:00 PM,055XX S CORNELL AVE,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,2019,41.794759204,-87.585397931,2019-11-15 18:45:00,11,18,Yes,Autumn
4607,12028896,04/12/2020 04:00:00 AM,051XX S WOODLAWN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2020,41.801901492,-87.596699153,2020-04-12 04:00:00,4,4,Yes,Spring
4608,12028898,04/12/2020 03:00:00 PM,053XX S HYDE PARK BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2020,41.799204348,-87.584044296,2020-04-12 15:00:00,4,15,No,Spring
4609,11740973,06/30/2019 10:30:00 AM,053XX S DREXEL AVE,THEFT,FROM BUILDING,APARTMENT,False,2019,41.79839359,-87.603898124,2019-06-30 10:30:00,6,10,No,Summer
4610,12247607,12/16/2020 12:00:00 PM,058XX S MARYLAND AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,2020,41.788699253,-87.604954085,2020-12-16 12:00:00,12,12,No,Winter
4611,11333349,01/06/2018 03:00:00 PM,053XX S LAKE PARK AVE,BATTERY,SIMPLE,STREET,False,2018,41.799123774,-87.587265261,2018-01-06 15:00:00,1,15,No,Winter
4612,12246889,12/16/2020 04:30:00 PM,017XX E 55TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2020,41.795234524,-87.583379094,2020-12-16 16:30:00,12,16,No,Winter
4613,11893177,11/16/2019 10:30:00 AM,055XX S EVERETT AVE,PUBLIC PEACE VIOLATION,OTHER VIOLATION,APARTMENT,False,2019,41.794424835,-87.582519409,2019-11-16 10:30:00,11,10,No,Autumn
4614,11892937,11/16/2019 02:48:00 AM,055XX S SHORE DR,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,2019,41.794372762,-87.580433389,2019-11-16 02:48:00,11,2,Yes,Autumn
4615,11895513,11/16/2019 03:32:00 PM,054XX S WOODLAWN AVE,THEFT,$500 AND UNDER,RESIDENCE,False,2019,41.795923574,-87.596562245,2019-11-16 15:32:00,11,15,No,Autumn
4616,11741879,07/01/2019 12:00:00 AM,055XX S CORNELL AVE,THEFT,OVER $500,ALLEY,False,2019,41.794517678,-87.585393405,2019-07-01 00:00:00,7,0,Yes,Summer
4617,11896799,11/16/2019 06:00:00 PM,054XX S HARPER AVE,THEFT,$500 AND UNDER,STREET,False,2019,41.797186853,-87.589040718,2019-11-16 18:00:00,11,18,Yes,Autumn
4618,11740995,06/30/2019 11:00:00 AM,052XX S LAKE PARK AVE,THEFT,FROM BUILDING,OTHER COMMERCIAL TRANSPORTATION,False,2019,41.800483161,-87.587414531,2019-06-30 11:00:00,6,11,No,Summer
4619,11893115,11/16/2019 09:31:00 AM,051XX S UNIVERSITY AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2019,41.801870151,-87.598232575,2019-11-16 09:31:00,11,9,No,Autumn
4620,11899136,11/01/2019 04:30:00 PM,057XX S MARYLAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,False,2019,41.790353984,-87.604942686,2019-11-01 16:30:00,11,16,No,Autumn
4621,11790898,08/10/2019 11:00:00 AM,055XX S Everett Ave,THEFT,$500 AND UNDER,APARTMENT,False,2019,41.79447974,-87.582522436,2019-08-10 11:00:00,8,11,No,Summer
4622,11789429,08/10/2019 10:00:00 AM,054XX S UNIVERSITY AVE,THEFT,$500 AND UNDER,STREET,False,2019,41.797607683,-87.598138262,2019-08-10 10:00:00,8,10,No,Summer
4623,11791707,08/10/2019 10:00:00 PM,057XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,2019,41.791044692,-87.590241212,2019-08-10 22:00:00,8,22,Yes,Summer
4624,11789849,08/10/2019 05:30:00 PM,016XX E 55TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2019,41.795190494,-87.587153188,2019-08-10 17:30:00,8,17,Yes,Summer
4625,11790006,08/10/2019 09:14:00 PM,009XX E MIDWAY PLAISANCE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,2019,41.787164313,-87.602654058,2019-08-10 21:14:00,8,21,Yes,Summer
4626,11894245,11/17/2019 07:00:00 AM,053XX S HYDE PARK BLVD,THEFT,$500 AND UNDER,ALLEY,False,2019,41.799023192,-87.584039071,2019-11-17 07:00:00,11,7,No,Autumn
4627,11894655,11/17/2019 10:30:00 PM,054XX S WOODLAWN AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,False,2019,41.797534725,-87.596602469,2019-11-17 22:30:00,11,22,Yes,Autumn
4628,11789736,08/10/2019 02:30:00 PM,014XX E 53RD ST,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,False,2019,41.79953535,-87.589794715,2019-08-10 14:30:00,8,14,No,Summer
4629,11789401,08/10/2019 07:00:00 AM,015XX E 55TH ST,THEFT,RETAIL THEFT,DRUG STORE,False,2019,41.795190552,-87.588007653,2019-08-10 07:00:00,8,7,No,Summer
4630,12029989,04/13/2020 05:00:00 PM,053XX S HARPER AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,2020,41.798954417,-87.589078944,2020-04-13 17:00:00,4,17,Yes,Spring
4631,12030213,04/13/2020 03:45:00 PM,015XX E 54TH ST,THEFT,$500 AND UNDER,SIDEWALK,False,2020,41.798086587,-87.588557213,2020-04-13 15:45:00,4,15,No,Spring
4632,12029316,04/13/2020 12:30:00 PM,053XX S CORNELL AVE,ASSAULT,SIMPLE,APARTMENT,False,2020,41.799030006,-87.585505972,2020-04-13 12:30:00,4,12,No,Spring
4633,12029459,04/13/2020 04:50:00 PM,053XX S HARPER AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2020,41.798998322,-87.589078436,2020-04-13 16:50:00,4,16,No,Spring
4634,11794396,08/10/2019 06:25:00 PM,014XX E 55th St,THEFT,$500 AND UNDER,SIDEWALK,False,2019,41.795526092,-87.589815387,2019-08-10 18:25:00,8,18,Yes,Summer
4635,12030812,04/14/2020 02:20:00 AM,012XX E 53RD ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2020,41.799460659,-87.596088967,2020-04-14 02:20:00,4,2,Yes,Spring
4636,12030310,04/14/2020 02:10:00 AM,052XX S INGLESIDE AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,2020,41.800412197,-87.602848322,2020-04-14 02:10:00,4,2,Yes,Spring
4637,12030300,04/14/2020 06:00:00 PM,013XX E 52ND ST,THEFT,OVER $500,RESIDENCE,False,2020,41.800967406,-87.592697539,2020-04-14 18:00:00,4,18,Yes,Spring
4638,12030264,04/14/2020 08:11:00 PM,052XX S DREXEL AVE,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,2020,41.799908625,-87.60392862,2020-04-14 20:11:00,4,20,Yes,Spring
4639,11793755,08/11/2019 12:00:00 PM,011XX E 56TH ST,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,2019,41.793254043,-87.5975206,2019-08-11 12:00:00,8,12,No,Summer
4640,12139994,08/19/2020 02:05:00 AM,053XX S WOODLAWN AVE,ROBBERY,STRONG ARM - NO WEAPON,ALLEY,False,2020,41.799090923,-87.596632321,2020-08-19 02:05:00,8,2,Yes,Summer
4641,11791360,08/11/2019 11:00:00 PM,009XX E 54TH ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,2019,41.797913551,-87.603067403,2019-08-11 23:00:00,8,23,Yes,Summer
4642,11894007,11/17/2019 07:00:00 AM,052XX S LAKE SHORE DR SB,ASSAULT,AGGRAVATED: HANDGUN,HIGHWAY/EXPRESSWAY,False,2019,41.800977595,-87.581592044,2019-11-17 07:00:00,11,7,No,Autumn
4643,11894374,11/17/2019 03:15:00 PM,013XX E 57TH ST,THEFT,$500 AND UNDER,RESTAURANT,False,2019,41.791471566,-87.593877633,2019-11-17 15:15:00,11,15,No,Autumn
4644,12140809,08/19/2020 08:02:00 PM,015XX E HARPER CT,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,False,2020,41.800302005,-87.58867826,2020-08-19 20:02:00,8,20,Yes,Summer
4645,11725180,06/17/2019 12:08:00 AM,053XX S MARYLAND AVE,THEFT,$500 AND UNDER,RESIDENCE,True,2019,41.797767361,-87.605111794,2019-06-17 00:08:00,6,0,Yes,Summer
4646,12144014,08/18/2020 12:00:00 AM,055XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,STREET,False,2020,41.79429167,-87.590317389,2020-08-18 00:00:00,8,0,Yes,Summer
4647,12143686,08/18/2020 02:48:00 PM,013XX E 53RD ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,2020,41.799490663,-87.593499384,2020-08-18 14:48:00,8,14,No,Summer
4648,12118629,07/27/2020 10:09:00 PM,014XX E ROCHDALE PL,ROBBERY,AGGRAVATED,SIDEWALK,False,2020,41.795845775,-87.591296936,2020-07-27 22:09:00,7,22,Yes,Summer
4649,11895208,11/18/2019 11:45:00 AM,015XX E HARPER CT,ASSAULT,AGGRAVATED: HANDGUN,RESTAURANT,False,2019,41.800302005,-87.58867826,2019-11-18 11:45:00,11,11,No,Autumn
4650,12140813,08/19/2020 09:30:00 PM,016XX E 56TH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,False,2020,41.79340561,-87.5848746,2020-08-19 21:30:00,8,21,Yes,Summer
4651,11897653,11/18/2019 04:35:00 PM,055XX S BLACKSTONE AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,2019,41.794324599,-87.590317009,2019-11-18 16:35:00,11,16,No,Autumn
4652,11896354,11/18/2019 12:00:00 PM,057XX S MARYLAND AVE,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,2019,41.790353984,-87.604942686,2019-11-18 12:00:00,11,12,No,Autumn
4653,12142821,08/19/2020 06:00:00 PM,051XX S KENWOOD AVE,THEFT,FROM BUILDING,APARTMENT,False,2020,41.801864216,-87.593461078,2020-08-19 18:00:00,8,18,Yes,Summer
4654,11896373,11/19/2019 11:00:00 AM,008XX E 58TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2019,41.789514358,-87.605828583,2019-11-19 11:00:00,11,11,No,Autumn
4655,11795201,08/06/2019 09:00:00 AM,054XX S HYDE PARK BLVD,THEFT,$500 AND UNDER,STREET,False,2019,41.796640788,-87.583982475,2019-08-06 09:00:00,8,9,No,Summer
4656,11790146,08/11/2019 02:04:00 AM,053XX S COTTAGE GROVE AVE,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,True,2019,41.797936811,-87.606301777,2019-08-11 02:04:00,8,2,Yes,Summer
4657,12031025,04/15/2020 12:01:00 PM,051XX S KENWOOD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2020,41.801820311,-87.593461583,2020-04-15 12:01:00,4,12,No,Spring
4658,12032370,04/15/2020 01:00:00 PM,051XX S HARPER AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,2020,41.802064139,-87.589149319,2020-04-15 13:00:00,4,13,No,Spring
4659,11795562,07/29/2019 06:00:00 PM,013XX E 54TH ST,THEFT,$500 AND UNDER,RESIDENCE,False,2019,41.798011664,-87.594378233,2019-07-29 18:00:00,7,18,Yes,Summer
4660,12031911,04/15/2020 10:30:00 PM,008XX E DREXEL SQUARE DR,THEFT,$500 AND UNDER,STREET,False,2020,41.801393988,-87.605771241,2020-04-15 22:30:00,4,22,Yes,Spring
4661,12139965,08/19/2020 01:57:00 AM,053XX S HARPER AVE,ASSAULT,SIMPLE,STREET,False,2020,41.798954417,-87.589078944,2020-08-19 01:57:00,8,1,Yes,Summer
4662,11761300,07/10/2019 02:00:00 PM,013XX E 53RD ST,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,False,2019,41.799487229,-87.593818494,2019-07-10 14:00:00,7,14,No,Summer
4663,11897682,11/19/2019 08:15:00 PM,052XX S LAKE PARK AVE,THEFT,FROM BUILDING,ATHLETIC CLUB,False,2019,41.800483161,-87.587414531,2019-11-19 20:15:00,11,20,Yes,Autumn
4664,11895964,11/19/2019 08:20:00 AM,055XX S KENWOOD AVE,THEFT,OVER $500,OTHER,False,2019,41.794080269,-87.593279237,2019-11-19 08:20:00,11,8,No,Autumn
4665,11897201,11/19/2019 11:30:00 AM,054XX S EAST VIEW PARK,CRIMINAL TRESPASS,TO VEHICLE,STREET,False,2019,41.797477535,-87.582681816,2019-11-19 11:30:00,11,11,No,Autumn
4666,11896977,11/19/2019 05:00:00 PM,052XX S HYDE PARK BLVD,THEFT,$500 AND UNDER,APARTMENT,False,2019,41.800620055,-87.584412895,2019-11-19 17:00:00,11,17,Yes,Autumn
4667,11896828,11/19/2019 11:00:00 PM,053XX S HYDE PARK BLVD,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2019,41.799248277,-87.584047451,2019-11-19 23:00:00,11,23,Yes,Autumn
4668,11792570,08/12/2019 08:00:00 PM,013XX E 53RD ST,THEFT,FROM BUILDING,RESIDENCE-GARAGE,False,2019,41.799487229,-87.593818494,2019-08-12 20:00:00,8,20,Yes,Summer
4669,12142334,08/19/2020 05:00:00 PM,053XX S SHORE DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2020,41.798819731,-87.582299408,2020-08-19 17:00:00,8,17,Yes,Summer
4670,12030982,04/16/2020 01:00:00 AM,052XX S HARPER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,True,2020,41.799879383,-87.589101248,2020-04-16 01:00:00,4,1,Yes,Spring
4671,12031578,04/16/2020 11:50:00 PM,008XX E 54TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2020,41.796807255,-87.60560675,2020-04-16 23:50:00,4,23,Yes,Spring
4672,11898913,08/14/2019 04:00:00 PM,055XX S DORCHESTER AVE,THEFT,FROM BUILDING,RESIDENCE,False,2019,41.793981982,-87.591655814,2019-08-14 16:00:00,8,16,No,Summer
4673,11899479,11/21/2019 10:30:00 AM,052XX S INGLESIDE AVE,THEFT,FROM BUILDING,APARTMENT,False,2019,41.800442382,-87.602847979,2019-11-21 10:30:00,11,10,No,Autumn
4674,11897186,11/20/2019 10:30:00 AM,057XX S MARYLAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,False,2019,41.790707994,-87.604942346,2019-11-20 10:30:00,11,10,No,Autumn
4675,11897878,11/20/2019 08:54:00 PM,055XX S DORCHESTER AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2019,41.793981982,-87.591655814,2019-11-20 20:54:00,11,20,Yes,Autumn
4676,11897370,11/20/2019 01:19:00 PM,055XX S WOODLAWN AVE,THEFT,$500 AND UNDER,ALLEY,False,2019,41.794507324,-87.596530792,2019-11-20 13:19:00,11,13,No,Autumn
4677,11898496,11/20/2019 09:00:00 AM,053XX S KENWOOD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,2019,41.798414583,-87.593449415,2019-11-20 09:00:00,11,9,No,Autumn
4678,11899692,11/01/2019 05:15:00 PM,012XX E 53RD ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,False,2019,41.799461412,-87.596206318,2019-11-01 17:15:00,11,17,Yes,Autumn
4679,11898223,11/20/2019 07:00:00 AM,055XX S HYDE PARK BLVD,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE,False,2019,41.794406612,-87.583931489,2019-11-20 07:00:00,11,7,No,Autumn
4680,11899656,11/05/2019 01:19:00 PM,012XX E 53RD ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,False,2019,41.799461412,-87.596206318,2019-11-05 13:19:00,11,13,No,Autumn
4681,11902198,07/14/2019 10:00:00 PM,056XX S MARYLAND AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,2019,41.792475464,-87.60496634,2019-07-14 22:00:00,7,22,Yes,Summer
4682,11897203,11/20/2019 09:00:00 AM,013XX E 53RD ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,2019,41.799490663,-87.593499384,2019-11-20 09:00:00,11,9,No,Autumn
4683,11900337,11/17/2019 08:00:00 AM,015XX E 57TH ST,THEFT,$500 AND UNDER,STREET,False,2019,41.79154742,-87.588203874,2019-11-17 08:00:00,11,8,No,Autumn
4684,12033591,04/16/2020 12:00:00 AM,016XX E MIDWAY PLAISANCE,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2020,41.786260519,-87.58545272,2020-04-16 00:00:00,4,0,Yes,Spring
4685,11902811,11/18/2019 11:00:00 AM,051XX S DREXEL AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,2019,41.801239761,-87.603953867,2019-11-18 11:00:00,11,11,No,Autumn
